App,Network,KPI,Contact,Latitude,Longitude,Start,End,Result,Failure,Extra
WhatsApp,Mobile,CALL_ATTEMPT,vast_wb,-17.3762468,-66.1567197,2025-08-27 13:03:39,2025-08-27 13:03:39,Event,,by=A
WhatsApp,Mobile,B_ANSWER,vast_wb,-17.3762468,-66.1567197,2025-08-27 13:03:44,2025-08-27 13:03:44,Event,,
WhatsApp,Mobile,ANSWER_TO_CONNECTED,vast_wb,-17.3762468,-66.1567197,2025-08-27 13:03:44,2025-08-27 13:03:45,Metric,,seconds=0.91
WhatsApp,Mobile,CALL_CONNECTED,vast_wb,-17.3762468,-66.1567197,2025-08-27 13:03:45,2025-08-27 13:03:45,Event,,since_attempt_s=6.08;since_answer_s=0.91
WhatsApp,Mobile,CDR,vast_wb,-17.3762468,-66.1567197,2025-08-27 13:03:39,2025-08-27 13:05:47,Successful,,held_s=120
WhatsApp,Mobile,RECON_COUNT,vast_wb,-17.3762468,-66.1567197,2025-08-27 13:03:39,2025-08-27 13:05:47,Info,,count=0;side=A
WhatsApp,Mobile,RECON_COUNT_B,vast_wb,-17.3762468,-66.1567197,2025-08-27 13:03:39,2025-08-27 13:05:47,Info,,count=0;side=B
WhatsApp,Mobile,CALL_ATTEMPT,vast_wb,-17.3762468,-66.1567197,2025-08-27 13:05:57,2025-08-27 13:05:57,Event,,by=A
WhatsApp,Mobile,B_ANSWER,vast_wb,-17.3762468,-66.1567197,2025-08-27 13:06:01,2025-08-27 13:06:01,Event,,
WhatsApp,Mobile,ANSWER_TO_CONNECTED,vast_wb,-17.3762468,-66.1567197,2025-08-27 13:06:01,2025-08-27 13:08:02,Metric,,seconds=121.25
WhatsApp,Mobile,CALL_CONNECTED,vast_wb,-17.3762468,-66.1567197,2025-08-27 13:08:02,2025-08-27 13:08:02,Event,,since_attempt_s=125.70;since_answer_s=121.25
WhatsApp,Mobile,CDR,vast_wb,-17.3762468,-66.1567197,2025-08-27 13:05:57,2025-08-27 13:10:12,Successful,,held_s=120
WhatsApp,Mobile,RECON_COUNT,vast_wb,-17.3762468,-66.1567197,2025-08-27 13:05:57,2025-08-27 13:10:12,Info,,count=0;side=A
WhatsApp,Mobile,RECON_COUNT_B,vast_wb,-17.3762468,-66.1567197,2025-08-27 13:05:57,2025-08-27 13:10:12,Info,,count=0;side=B
