
Instagram,MOBILE,Carga_Feed,-17.3762212,-66.1566752,2025-06-11 13:08:21.379,2025-06-11 13:08:22.559,OK,,
Instagram,MOBILE,Publicacion,-17.3762986,-66.1567349,2025-06-11 13:08:40.882,2025-06-11 13:08:46.930,OK,,2.23MB
Instagram,MOBILE,Re_Video,-17.3762986,-66.1567349,2025-06-11 13:09:05.059,2025-06-11 13:09:24.029,OK,,0.0MB
Instagram,MOBILE,Ms_Texto,-17.3762986,-66.1567349,2025-06-11 13:09:32.861,2025-06-11 13:09:35.865,OK,,10 C
Instagram,MOBILE,Ms_Foto,-17.3762986,-66.1567349,2025-06-11 13:09:38.806,2025-06-11 13:09:42.130,OK,,2.23MB
Instagram,MOBILE,Ms_Video,-17.3762986,-66.1567349,2025-06-11 13:09:44.901,2025-06-11 13:09:50.086,OK,,Desconocido
Instagram,MOBILE,Carga_Feed,-17.3763349,-66.1567469,2025-06-11 13:21:56.734,2025-06-11 13:21:57.886,OK,,
Instagram,MOBILE,Publicacion,-17.3763349,-66.1567469,2025-06-11 13:22:14.902,2025-06-11 13:22:31.624,OK,,2.17MB
Instagram,MOBILE,Re_Video,-17.3763349,-66.1567469,2025-06-11 13:22:42.222,2025-06-11 13:23:10.047,OK,,0.0MB
Instagram,MOBILE,Ms_Texto,-17.3763376,-66.1567432,2025-06-11 13:23:18.062,2025-06-11 13:23:20.910,OK,,14 C
Instagram,MOBILE,Ms_Foto,-17.3763156,-66.1567219,2025-06-11 13:23:23.776,2025-06-11 13:23:27.137,OK,,2.16MB
Instagram,MOBILE,Ms_Video,-17.3763156,-66.1567219,2025-06-11 13:23:30.866,2025-06-11 13:23:58.271,OK,,25.58MB
Instagram,MOBILE,Carga_Feed,-17.3763405,-66.1567482,2025-06-12 06:52:42.577,2025-06-12 06:52:44.566,OK,,
Instagram,MOBILE,Publicacion,-17.3763405,-66.1567482,2025-06-12 06:53:03.038,2025-06-12 06:53:19.117,OK,,2.23MB
Instagram,MOBILE,Re_Video,-17.3762703,-66.1567024,2025-06-12 06:53:30.113,2025-06-12 06:53:48.636,OK,,0.0MB
Instagram,MOBILE,Ms_Texto,-17.3762703,-66.1567024,2025-06-12 06:53:57.266,2025-06-12 06:54:00.997,OK,,7C
Instagram,MOBILE,Ms_Foto,-17.3762703,-66.1567024,2025-06-12 06:54:04.020,2025-06-12 06:54:07.521,OK,,2.17MB
Instagram,MOBILE,Ms_Video,-17.3762703,-66.1567024,2025-06-12 06:54:10.426,2025-06-12 06:54:36.537,OK,,19.2MB
Instagram,SIN_RED,Carga_Feed,-17.3763383,-66.1567732,2025-06-12 07:41:43.447,2025-06-12 07:41:45.063,OK,,
Instagram,SIN_RED,Publicacion,-17.3763383,-66.1567732,2025-06-12 07:42:01.935,2025-06-12 07:42:29.247,Fail,Timeout o no finalizado,2.23MB
Instagram,SIN_RED,Ms_Texto,-17.3763191,-66.1567411,2025-06-12 07:42:54.895,2025-06-12 07:43:04.499,Fail,Timeout,15C
Instagram,SIN_RED,Carga_Feed,-17.3763191,-66.1567411,2025-06-12 07:47:10.954,2025-06-12 07:47:12.214,OK,,
Instagram,SIN_RED,Publicacion,-17.3762716,-66.1567118,2025-06-12 07:47:29.144,2025-06-12 07:48:00.035,Fail,Timeout o no finalizado,2.17MB
Instagram,SIN_RED,Re_Video,-17.3762716,-66.1567118,2025-06-12 07:48:14.279,2025-06-12 07:48:17.096,Fail,Reel no válido,0.0MB
